timestamp,object_x,object_y,contour_area
2026-09-05-20-29-51.423578,554,188,48061.0
2026-09-05-20-29-51.452660,554,188,48061.0
2026-09-05-20-29-51.489999,553,193,49137.5
2026-09-05-20-29-51.525022,553,193,49137.5
2026-09-05-20-29-51.563781,551,197,49812.0
2026-09-05-20-29-51.587192,550,199,50220.5
2026-09-05-20-29-51.624238,550,199,50220.5
2026-09-05-20-29-51.662144,549,201,50572.0
2026-09-05-20-29-51.695110,549,201,50572.0
2026-09-05-20-29-51.726308,549,203,50949.5
2026-09-05-20-29-51.763571,549,203,50949.5
2026-09-05-20-29-51.796172,548,206,51362.0
2026-09-05-20-29-51.827914,548,206,51362.0
2026-09-05-20-29-51.863128,547,209,51639.0
2026-09-05-20-29-51.897712,547,209,51639.0
2026-09-05-20-29-51.930219,547,212,52011.5
2026-09-05-20-29-51.963744,547,212,52011.5
2026-09-05-20-29-52.000731,546,216,52320.0
2026-09-05-20-29-52.036342,546,221,52675.0
2026-09-05-20-29-52.066912,546,221,52675.0
2026-09-05-20-29-52.100910,545,229,52945.5
2026-09-05-20-29-52.134913,545,229,52945.5
2026-09-05-20-29-52.165238,544,241,52986.0
2026-09-05-20-29-52.201804,544,241,52986.0
2026-09-05-20-29-52.234231,194,70,57108.5
2026-09-05-20-29-52.274082,194,70,57108.5
2026-09-05-20-29-52.296809,200,77,64145.0
2026-09-05-20-29-52.337804,205,83,70792.0
2026-09-05-20-29-52.377050,205,83,70792.0
2026-09-05-20-29-52.400190,208,89,76798.5
2026-09-05-20-29-52.445404,208,89,76798.5
2026-09-05-20-29-52.474720,341,173,134960.5
2026-09-05-20-29-52.501629,341,173,134960.5
2026-09-05-20-29-52.537240,338,176,139075.0
2026-09-05-20-29-52.576783,336,177,142679.0
2026-09-05-20-29-52.604541,336,177,142679.0
2026-09-05-20-29-52.636451,335,178,144851.5
2026-09-05-20-29-52.675213,335,178,144851.5
2026-09-05-20-29-52.708794,333,179,146104.5
2026-09-05-20-29-52.745930,333,179,146104.5
2026-09-05-20-29-52.778054,219,106,95893.5
2026-09-05-20-29-52.814664,219,107,96287.0
2026-09-05-20-29-52.846623,219,107,96287.0
2026-09-05-20-29-52.885185,219,107,96644.0
2026-09-05-20-29-52.912490,219,107,96644.0
2026-09-05-20-29-52.952257,218,107,96333.0
2026-09-05-20-29-52.983349,218,107,96333.0
2026-09-05-20-29-53.014801,218,107,96013.5
2026-09-05-20-29-53.073671,221,106,97322.0
2026-09-05-20-29-53.098249,221,106,97322.0
2026-09-05-20-29-53.145190,332,177,146561.0
2026-09-05-20-29-53.191378,302,213,178012.5
2026-09-05-20-29-53.216173,302,213,178012.5
2026-09-05-20-29-53.255906,302,212,174969.5
2026-09-05-20-29-53.284629,302,212,174969.5
2026-09-05-20-29-53.325302,304,209,169054.0
2026-09-05-20-29-53.342883,304,209,169054.0
2026-09-05-20-29-53.383265,306,206,162224.5
2026-09-05-20-29-53.416133,306,206,162224.5
2026-09-05-20-29-53.444970,355,148,113629.5
2026-09-05-20-29-53.493767,364,142,104466.5
2026-09-05-20-29-53.516074,364,142,104466.5
2026-09-05-20-29-53.556839,205,56,48354.0
2026-09-05-20-29-53.580267,205,56,48354.0
2026-09-05-20-29-53.626178,550,198,48495.5
2026-09-05-20-29-53.657203,550,198,48495.5
2026-09-05-20-29-53.695185,548,176,49815.5
2026-09-05-20-29-53.724517,548,176,49815.5
2026-09-05-20-29-53.746620,546,151,51216.5
